15 2
21 10
10 3
22 8
19 4
30 7
23 15
21 12
16 7
15 8
13 6
14 5
6 2
16 3
22 9
24 7
14 4
14 5
20 9
27 8
22 9
19 7
21 9
20 9
20 11
21 9
23 12
18 7
19 8
13 4
17 4
27 5
23 10
31 10
21 6
31 8
21 10
27 12
15 4
20 7
18 8
18 4
25 4
17 9
19 10
19 7
16 7
16 8
16 4
29 9
8 0
23 10
14 7
21 8
15 10
31 9
21 7
27 16
19 6
20 5
20 8
17 9
23 9
25 12
17 5
23 8
17 11
12 4
14 8
20 9
20 6
24 7
8 1
13 5
17 6
16 8
20 6
15 7
25 13
14 7
25 8
12 5
20 7
19 10
19 8
27 9
19 7
15 4
22 10
14 3
30 11
26 10
22 9
25 13
13 7
31 8
22 9
20 11
22 12
20 6
6 2
19 9
16 5
12 3
21 10
25 9
19 9
17 7
16 5
15 5
15 8
21 8
28 8
13 5
22 12
13 5
20 7
17 6
18 7
25 9
17 6
18 11
17 6
29 11
30 9
23 7
18 10
24 10
24 15
25 12
22 11
17 6
17 8
16 7
17 5
21 7
22 12
16 8
13 6
26 14
21 7
19 7
4 1
21 7
26 9
10 2
22 8
25 7
21 6
16 4
8 2
14 2
21 5
12 4
12 4
23 9
15 5
6 1
28 7
30 11
25 12
19 12
11 6
15 8
15 9
8 5
19 6
29 9
21 14
12 4
18 7
15 7
33 12
30 11
22 4
19 12
20 8
17 6
22 11
17 7
12 3
28 10
28 14
16 5
30 12
12 8
13 3
25 7
19 9
11 2
18 4
21 9
15 8
12 4
30 9
28 6
13 4
18 6
22 12
12 6
14 3
18 5
12 4
23 9
16 2
25 13
13 4
19 8
19 7
25 9
19 5
23 8
18 9
22 10
21 7
14 6
22 8
20 3
19 6
18 9
26 11
20 6
8 1
20 7
9 1
15 5
18 14
10 2
14 6
17 5
18 10
19 7
18 6
23 8
23 11
22 8
13 4
23 9
15 9
22 13
13 6
22 9
14 5
20 6
20 10
19 11
28 10
30 12
4 1
24 9
18 4
17 8
19 5
12 6
16 8
5 1
15 6
22 5
12 4
17 6
21 12
22 8
17 5
20 6
29 9
19 7
16 7
22 7
18 5
20 6
16 6
18 3
19 6
21 10
17 5
21 9
15 10
26 6
17 10
13 6
16 4
17 6
19 4
4 1
14 9
15 7
16 5
13 6
16 10
25 11
12 5
10 5
15 5
21 7
14 5
12 6
14 6
17 7
20 8
15 7
20 8
14 4
12 3
26 14
10 1
9 2
23 9
22 9
21 9
24 6
25 11
20 5
25 10
25 8
13 4
10 4
22 8
21 5
18 8
20 4
13 7
25 8
11 7
7 4
11 3
15 7
18 7
19 4
22 11
19 6
22 8
12 6
19 2
24 9
9 1
19 8
13 4
19 3
19 9
34 11
18 6
18 6
15 6
17 7
14 4
15 3
13 4
25 7
10 3
10 7
18 8
19 6
12 4
24 6
13 6
8 2
12 5
22 8
9 2
14 4
18 10
19 5
13 6
6 4
12 4
28 8
10 6
9 1
10 3
22 6
15 6
15 6
19 9
11 7
24 6
17 9
9 1
18 12
21 7
9 1
11 4
18 12
13 6
15 8
32 10
17 12
16 4
10 3
19 6
12 2
21 7
23 6
15 5
10 3
17 8
19 11
22 6
21 3
13 3
13 7
13 4
8 3
18 7
17 5
11 2
15 7
16 11
13 9
4 2
15 4
17 9
16 6
28 9
14 6
8 3
10 4
19 6
11 3
14 8
12 2
4 2
21 7
24 7
17 7
19 10
24 10
15 6
11 4
22 7
9 2
20 13
17 6
16 6
13 8
20 7
9 5
19 7
10 5
9 5
17 8
20 4
16 4
14 7
4 2
18 9
13 8
14 6
16 3
26 6
13 2
18 6
12 5
17 4
17 8
13 6
18 4
12 8
13 5
15 7
13 5
24 14
15 5
16 7
22 10
23 11
18 8
23 8
23 6
21 5
19 3
29 7
10 4
12 8
15 8
17 6
16 8
15 5
19 9
13 4
7 5
13 4
22 6
13 4
24 6
5 3
18 8
22 5
28 6
15 9
6 3
15 7
15 2
18 6
21 8
8 3
19 7
27 6
13 4
17 9
14 7
14 7
5 1
17 6
36 11
25 7
13 2
13 5
7 5
25 13
33 10
19 4
11 2
19 9
22 8
9 4
17 7
9 5
18 12
17 7
15 5
8 4
18 10
14 3
20 6
23 7
19 4
10 1
19 6
14 5
11 5
32 9
24 10
14 6
20 7
24 7
16 8
18 7
13 8
15 4
11 5
12 4
15 6
20 7
15 7
10 8
3 2
4 1
10 1
24 10
16 7
17 8
23 7
16 3
29 9
18 8
19 6
16 8
14 8
24 10
20 8
16 6
13 5
20 12
15 8
20 7
12 7
10 1
15 4
15 5
14 6
18 9
20 8
21 7
13 6
23 6
14 5
19 6
19 7
21 6
16 10
13 7
29 9
21 11
15 6
15 5
17 6
16 10
14 9
21 10
9 5
15 3
8 4
23 7
19 5
13 5
20 7
16 4
13 5
12 5
25 8
17 10
13 5
21 9
17 3
20 7
24 9
12 5
17 7
16 4
17 5
11 2
27 7
12 5
17 5
16 9
19 6
14 6
22 8
14 8
17 4
9 2
15 7
13 5
19 8
20 7
9 3
18 5
19 9
24 9
18 8
13 5
31 9
13 3
15 8
3 1
23 7
19 8
13 5
23 9
18 7
19 8
22 6
10 4
14 7
10 1
16 7
17 9
20 8
21 10
14 4
19 8
10 5
20 5
25 10
21 8
14 6
14 7
23 8
29 10
11 4
30 10
14 5
24 8
14 2
14 5
16 8
13 5
24 6
26 15
16 7
10 1
17 10
23 9
18 7
12 4
23 7
31 10
11 7
9 3
3 1
23 8
11 5
22 8
12 3
14 8
18 5
10 5
13 4
25 6
16 3
4 1
8 2
12 2
13 3
20 13
18 7
21 10
17 4
17 7
12 2
22 4
10 3
24 11
14 12
16 8
15 9
22 5
12 3
23 10
24 6
12 5
23 4
22 6
15 6
10 3
11 7
12 7
17 9
13 5
12 3
17 4
20 6
17 3
14 6
21 13
25 10
11 3
22 6
8 1
20 6
13 5
15 6
16 5
26 9
23 6
21 5
11 3
22 8
17 10
15 5
12 8
18 10
21 10
20 10
11 1
15 4
14 7
7 3
25 9
17 7
16 8
17 11
18 9
17 4
17 8
14 7
3 1
8 3
16 6
7 2
14 6
9 5
11 5
14 5
26 14
21 10
25 9
20 7
15 5
17 3
15 5
14 6
9 5
12 4
14 4
23 8
14 8
19 6
21 5
13 6
25 8
11 3
17 11
15 6
18 6
19 8
25 9
14 4
18 9
27 11
17 5
17 6
9 7
20 7
20 8
15 4
24 9
18 6
21 8
19 10
21 8
14 6
20 7
16 5
13 7
15 6
17 5
8 0
18 2
12 5
17 6
23 5
20 6
17 8
16 5
19 4
15 7
15 6
14 4
17 7
13 3
21 9
15 8
12 3
16 8
14 7
12 2
22 5
10 3
23 10
16 9
20 7
12 4
20 9
17 8
18 7
20 7
14 4
22 8
22 6
18 10
16 9
9 2
19 9
16 7
17 6
17 5
25 5
17 6
14 3
14 7
10 3
14 6
17 4
6 3
16 9
19 4
16 9
11 3
10 1
18 6
15 7
15 5
16 8
14 4
18 5
14 4
16 9
18 8
18 7
14 8
26 8
21 8
20 6
19 8
15 9
14 8
10 6
21 7
7 3
16 7
14 4
22 6
16 6
24 8
17 7
11 5
17 7
23 11
24 8
28 9
18 8
25 10
15 5
12 4
17 7
20 7
15 7
23 12
12 4
10 4
19 4
3 2
16 6
31 6
17 9
13 4
23 9
16 3
11 2
14 5
14 5
27 7
18 4
20 7
14 8
9 1
14 3
17 9
16 6
22 5
23 7
30 14
9 2
19 7
17 6
7 3
19 10
18 9
14 5
12 1
13 3
12 7
21 7
7 5
23 10
32 14
18 5
24 7
15 6
12 4
15 4
15 7
14 7
11 5
10 2
14 4
20 5
12 4
12 3
15 2
9 4
15 5
15 3
20 7
23 10
15 6
17 8
17 6
19 10
10 2
15 4
24 6
17 10
19 8
20 7
13 7
19 6
14 6
35 11
15 6
11 3
18 12
20 6
16 8
17 9
17 5
18 7
22 8
21 5
14 8
19 6
23 12
35 14
14 5
14 2
10 1
13 6
14 5
14 4
13 7
15 5
9 1
14 4
12 6
13 8
23 11
14 8
12 6
9 1
16 4
16 3
28 8
16 5
18 6
10 4
11 4
26 8
17 3
17 8
15 7
15 6
8 2
18 6
20 13
19 5
14 4
19 7
23 8
2 1
15 6
16 6
19 11
14 4
24 8
11 4
21 4
12 4
14 7
15 4
19 7
16 8
20 7
17 7
21 5
13 6
8 0
19 6
22 9
16 5
16 6
19 11
17 12
12 5
5 2
15 5
18 7
22 6
25 11
18 13
15 8
6 1
19 4
16 8
14 5
21 6
15 8
17 9
20 10
19 10
29 11
30 9
24 6
17 6
28 8
21 6
25 5
10 5
18 6
28 7
32 8
19 6
20 9
21 7
15 5
18 7
18 7
29 15
22 6
16 5
17 4
21 9
8 3
21 8
15 5
4 2
21 9
20 3
17 6
15 6
23 11
10 3
28 11
21 10
9 3
18 4
10 3
13 8
12 6
12 4
11 3
24 4
18 6
30 8
19 10
19 9
20 8
17 4
22 8
17 7
21 6
12 8
17 7
16 4
19 7
12 3
16 4
21 8
22 7
15 7
7 4
19 8
20 6
15 6
24 9
5 3
23 7
12 4
9 3
14 8
13 4
17 4
23 9
14 5
15 6
16 4
10 5
15 4
25 10
28 9
10 1
15 3
18 9
15 6
16 4
21 10
18 8
16 2
25 10
10 3
11 3
20 7
21 9
22 11
13 3
21 6
13 7
12 7
14 3
18 7
3 1
15 9
23 8
16 7
14 7
23 9
1 1
19 11
19 9
18 7
9 1
11 5
11 7
12 5
15 5
12 5
26 10
22 11
30 8
14 4
8 2
4 2
21 6
17 7
18 7
26 11
28 15
19 7
5 1
11 5
10 2
13 5
11 4
19 13
17 9
13 6
12 3
12 6
28 11
21 6
17 5
11 5
19 9
17 7
11 6
12 7
24 9
17 6
18 5
17 5
17 7
13 3
24 9
11 1
17 6
21 9
9 1
8 2
24 10
11 1
7 5
16 6
23 8
23 5
28 7
13 6
16 6
16 4
14 2
22 9
12 4
14 8
13 3
24 5
13 5
12 6
20 6
16 4
16 6
15 10
12 7
23 5
17 9
22 10
27 14
14 3
18 6
18 7
23 10
17 5
24 7
20 8
20 10
17 7
18 4
23 10
21 6
15 8
24 13
17 7
13 4
10 3
23 6
30 10
23 9
0 0
25 11
18 8
29 8
13 7
22 5
19 10
18 7
11 4
23 13
21 6
18 7
11 6
12 3
18 4
27 8
10 3
20 10
29 8
25 8
14 6
14 2
23 3
26 16
20 11
15 4
18 7
13 3
19 7
15 8
16 4
14 6
17 7
15 7
20 10
21 9
16 5
20 10
21 8
30 14
22 12
19 6
18 6
8 5
20 10
22 7
29 11
20 9
14 4
25 9
5 1
16 3
19 9
16 6
33 12
22 9
31 13
19 6
15 7
21 6
17 6
16 6
27 11
19 5
21 7
19 8
17 3
23 7
18 7
12 5
14 2
22 7
14 7
22 7
9 1
20 6
19 7
13 4
14 5
26 12
24 12
16 4
13 4
16 8
19 7
17 4
17 4
9 3
18 6
14 5
26 9
26 11
20 9
16 7
11 4
16 6
38 11
17 9
16 6
12 4
25 10
20 5
25 11
11 3
17 6
12 6
22 5
21 4
19 8
7 2
16 6
25 7
16 6
24 13
13 5
18 8
24 6
19 7
37 14
15 7
23 10
17 6
19 4
15 5
13 3
18 4
18 9
28 10
8 0
17 7
30 13
11 3
17 8
18 8
19 7
8 4
16 7
27 9
13 4
20 7
10 6
19 10
14 6
13 5
19 6
19 6
29 7
16 10
23 9
14 6
16 7
34 10
18 12
16 6
30 10
6 3
27 12
12 4
21 5
